"Notes"	"Census Region"	"Census Region Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	53	10248540	0.5	0.4	0.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"1999"	"1999"	"All other drug-induced causes"	"D9"	28	10248540	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	14	10248540	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	8137	10248540	79.4	77.7	81.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	408	10369393	3.9	3.6	4.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	73	10369393	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	68	10369393	0.7	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2000"	"2000"	"All other drug-induced causes"	"D9"	45	10369393	0.4	0.3	0.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	16	10369393	Unreliable	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	8550	10369393	82.5	80.7	84.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	528	10629305	5.0	4.5	5.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	80	10629305	0.8	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	81	10629305	0.8	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2001"	"2001"	"All other drug-induced causes"	"D9"	30	10629305	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	13	10629305	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	25	10629305	0.2	0.2	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	8397	10629305	79.0	77.3	80.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	680	10783234	6.3	5.8	6.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	81	10783234	0.8	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	103	10783234	1.0	0.8	1.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2002"	"2002"	"All other drug-induced causes"	"D9"	35	10783234	0.3	0.2	0.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	10783234	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	24	10783234	0.2	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	8822	10783234	81.8	80.1	83.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	816	10893007	7.5	7.0	8.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	74	10893007	0.7	0.5	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	130	10893007	1.2	1.0	1.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2003"	"2003"	"All other drug-induced causes"	"D9"	33	10893007	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	10	10893007	Unreliable	0.0	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	17	10893007	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	8767	10893007	80.5	78.8	82.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	897	11054112	8.1	7.6	8.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	86	11054112	0.8	0.6	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	92	11054112	0.8	0.7	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2004"	"2004"	"All other drug-induced causes"	"D9"	49	11054112	0.4	0.3	0.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	25	11054112	0.2	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	8834	11054112	79.9	78.2	81.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	952	11171780	8.5	8.0	9.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	74	11171780	0.7	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	108	11171780	1.0	0.8	1.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2005"	"2005"	"All other drug-induced causes"	"D9"	54	11171780	0.5	0.4	0.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	16	11171780	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	20	11171780	0.2	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	8670	11171780	77.6	76.0	79.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1166	11258361	10.4	9.8	11.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	87	11258361	0.8	0.6	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	178	11258361	1.6	1.3	1.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2006"	"2006"	"All other drug-induced causes"	"D9"	60	11258361	0.5	0.4	0.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	14	11258361	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	34	11258361	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	8862	11258361	78.7	77.1	80.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1186	11352123	10.4	9.9	11.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	78	11352123	0.7	0.5	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	137	11352123	1.2	1.0	1.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2007"	"2007"	"All other drug-induced causes"	"D9"	43	11352123	0.4	0.3	0.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	45	11352123	0.4	0.3	0.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	8781	11352123	77.4	75.7	79.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1173	11410072	10.3	9.7	10.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	70	11410072	0.6	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	114	11410072	1.0	0.8	1.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2008"	"2008"	"All other drug-induced causes"	"D9"	26	11410072	0.2	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	36	11410072	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	8349	11410072	73.2	71.6	74.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1052	11467378	9.2	8.6	9.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	86	11467378	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	111	11467378	1.0	0.8	1.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2009"	"2009"	"All other drug-induced causes"	"D9"	26	11467378	0.2	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	44	11467378	0.4	0.3	0.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	7612	11467378	66.4	64.9	67.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1050	11488422	9.1	8.6	9.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	89	11488422	0.8	0.6	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	105	11488422	0.9	0.7	1.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2010"	"2010"	"All other drug-induced causes"	"D9"	16	11488422	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	32	11488422	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	7105	11488422	61.8	60.4	63.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1073	11549558	9.3	8.7	9.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	80	11549558	0.7	0.5	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	94	11549558	0.8	0.7	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2011"	"2011"	"All other drug-induced causes"	"D9"	25	11549558	0.2	0.1	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	38	11549558	0.3	0.2	0.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	6986	11549558	60.5	59.1	61.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	891	11602609	7.7	7.2	8.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	72	11602609	0.6	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	106	11602609	0.9	0.7	1.1	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2012"	"2012"	"All other drug-induced causes"	"D9"	34	11602609	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	33	11602609	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	15	11602609	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	7076	11602609	61.0	59.6	62.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	876	11617971	7.5	7.0	8.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	81	11617971	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	92	11617971	0.8	0.6	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2013"	"2013"	"All other drug-induced causes"	"D9"	29	11617971	0.2	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	32	11617971	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	11	11617971	Unreliable	0.0	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	6683	11617971	57.5	56.1	58.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	939	11635514	8.1	7.6	8.6	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	77	11635514	0.7	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	88	11635514	0.8	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2014"	"2014"	"All other drug-induced causes"	"D9"	39	11635514	0.3	0.2	0.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	29	11635514	0.2	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	6906	11635514	59.4	58.0	60.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1064	11622500	9.2	8.6	9.7	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	75	11622500	0.6	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	95	11622500	0.8	0.7	1.0	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2015"	"2015"	"All other drug-induced causes"	"D9"	36	11622500	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	33	11622500	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	14	11622500	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	7102	11622500	61.1	59.7	62.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1349	11552423	11.7	11.1	12.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	86	11552423	0.7	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	118	11552423	1.0	0.8	1.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2016"	"2016"	"All other drug-induced causes"	"D9"	44	11552423	0.4	0.3	0.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	30	11552423	0.3	0.2	0.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	10	11552423	Unreliable	0.0	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	7280	11552423	63.0	61.6	64.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1404	11545306	12.2	11.5	12.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	89	11545306	0.8	0.6	0.9	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	125	11545306	1.1	0.9	1.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2017"	"2017"	"All other drug-induced causes"	"D9"	42	11545306	0.4	0.3	0.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	27	11545306	0.2	0.2	0.3	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-24 years"	"15-24"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	7199	11545306	62.4	60.9	63.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	560	10929545	5.1	4.7	5.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	173	10929545	1.6	1.3	1.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	138	10929545	1.3	1.1	1.5	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"1999"	"1999"	"All other drug-induced causes"	"D9"	66	10929545	0.6	0.5	0.8	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	10929545	Unreliable	0.1	0.2	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	126	10929545	1.2	1.0	1.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	10117	10929545	92.6	90.8	94.4	0.0%
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-34 years"	"25-34"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	653	10861868	6.0	5.6	6.5	0.0%
